s,C,m,m,m,m
Time,"T_OCCUPANT","VIS_ALARM_1","VIS_ALARM_2","VIS_ALARM_3","VIS_ALARM_4"
 6.8363441E+001, 5.0342779E+001, 3.0000000E+001, 3.0000000E+001, 2.9911611E+001, 2.2950575E+001
 6.8431275E+001, 5.0437534E+001, 3.0000000E+001, 3.0000000E+001, 2.9628967E+001, 2.2847440E+001
 6.8566944E+001, 5.0525997E+001, 3.0000000E+001, 3.0000000E+001, 2.9333537E+001, 2.2753381E+001
 6.8634778E+001, 5.0604021E+001, 3.0000000E+001, 3.0000000E+001, 2.9036446E+001, 2.2668315E+001
 6.8702613E+001, 5.0648348E+001, 3.0000000E+001, 3.0000000E+001, 2.8838899E+001, 2.2617538E+001
 6.8838282E+001, 5.0700895E+001, 3.0000000E+001, 3.0000000E+001, 2.8545136E+001, 2.2560884E+001
 6.8906116E+001, 5.0740302E+001, 3.0000000E+001, 3.0000000E+001, 2.8253761E+001, 2.2520210E+001
 6.9041785E+001, 5.0759581E+001, 3.0000000E+001, 3.0000000E+001, 2.7970923E+001, 2.2489391E+001
 6.9109619E+001, 5.0761724E+001, 3.0000000E+001, 3.0000000E+001, 2.7696956E+001, 2.2453499E+001
 6.9245288E+001, 5.0744743E+001, 3.0000000E+001, 3.0000000E+001, 2.7432024E+001, 2.2409127E+001
 6.9313123E+001, 5.0715904E+001, 3.0000000E+001, 3.0000000E+001, 2.7173752E+001, 2.2393296E+001
 6.9448791E+001, 5.0679522E+001, 3.0000000E+001, 3.0000000E+001, 2.6928815E+001, 2.2369108E+001
 6.9516626E+001, 5.0639865E+001, 3.0000000E+001, 3.0000000E+001, 2.6697873E+001, 2.2322630E+001
 6.9652295E+001, 5.0597843E+001, 3.0000000E+001, 3.0000000E+001, 2.6484866E+001, 2.2256680E+001
 6.9720129E+001, 5.0556527E+001, 3.0000000E+001, 3.0000000E+001, 2.6286602E+001, 2.2179785E+001
 6.9855798E+001, 5.0520362E+001, 3.0000000E+001, 3.0000000E+001, 2.6108583E+001, 2.2092714E+001
 6.9923632E+001, 5.0491680E+001, 3.0000000E+001, 3.0000000E+001, 2.5949521E+001, 2.1998315E+001
 7.0059301E+001, 5.0476843E+001, 3.0000000E+001, 3.0000000E+001, 2.5817611E+001, 2.1900602E+001
 7.0127136E+001, 5.0479155E+001, 3.0000000E+001, 3.0000000E+001, 2.5706235E+001, 2.1803202E+001
 7.0262804E+001, 5.0508510E+001, 3.0000000E+001, 3.0000000E+001, 2.5614185E+001, 2.1704703E+001
 7.0330639E+001, 5.0562114E+001, 3.0000000E+001, 3.0000000E+001, 2.5535592E+001, 2.1605007E+001
 7.0466308E+001, 5.0648335E+001, 3.0000000E+001, 3.0000000E+001, 2.5479564E+001, 2.1502846E+001
 7.0534142E+001, 5.0756405E+001, 3.0000000E+001, 3.0000000E+001, 2.5456345E+001, 2.1398049E+001
 7.0601977E+001, 5.0839053E+001, 3.0000000E+001, 3.0000000E+001, 2.5469909E+001, 2.1326091E+001
 7.0737645E+001, 5.0978644E+001, 3.0000000E+001, 3.0000000E+001, 2.5533705E+001, 2.1214557E+001
 7.0805480E+001, 5.1135115E+001, 3.0000000E+001, 3.0000000E+001, 2.5629830E+001, 2.1097403E+001
 7.0941149E+001, 5.1318152E+001, 3.0000000E+001, 3.0000000E+001, 2.5734461E+001, 2.0970814E+001
 7.1001923E+001, 5.1509968E+001, 3.0000000E+001, 3.0000000E+001, 2.5843351E+001, 2.0845676E+001
 7.1123471E+001, 5.1720195E+001, 3.0000000E+001, 3.0000000E+001, 2.5959076E+001, 2.0715162E+001
 7.1245019E+001, 5.2040966E+001, 3.0000000E+001, 3.0000000E+001, 2.6096904E+001, 2.0524845E+001
 7.1305793E+001, 5.2314244E+001, 3.0000000E+001, 3.0000000E+001, 2.6171304E+001, 2.0373873E+001
 7.1427341E+001, 5.2616668E+001, 3.0000000E+001, 3.0000000E+001, 2.6217210E+001, 2.0211738E+001
 7.1548889E+001, 5.3038790E+001, 3.0000000E+001, 3.0000000E+001, 2.6245708E+001, 1.9976741E+001
 7.1609663E+001, 5.3351167E+001, 3.0000000E+001, 3.0000000E+001, 2.6244465E+001, 1.9786704E+001
 7.1731211E+001, 5.3651330E+001, 3.0000000E+001, 3.0000000E+001, 2.6214889E+001, 1.9606662E+001
 7.1852759E+001, 5.4032523E+001, 3.0000000E+001, 3.0000000E+001, 2.6101075E+001, 1.9390030E+001
 7.1913533E+001, 5.4309606E+001, 3.0000000E+001, 3.0000000E+001, 2.5967892E+001, 1.9238842E+001
 7.2035081E+001, 5.4591661E+001, 3.0000000E+001, 3.0000000E+001, 2.5809509E+001, 1.9095889E+001
 7.2101933E+001, 5.4902150E+001, 3.0000000E+001, 3.0000000E+001, 2.5639643E+001, 1.8951158E+001
 7.2235636E+001, 5.5232118E+001, 3.0000000E+001, 3.0000000E+001, 2.5481565E+001, 1.8815327E+001
 7.2302487E+001, 5.5568080E+001, 3.0000000E+001, 3.0000000E+001, 2.5337844E+001, 1.8692969E+001
 7.2449560E+001, 5.5948473E+001, 3.0000000E+001, 3.0000000E+001, 2.5180054E+001, 1.8581563E+001
 7.2523097E+001, 5.6328496E+001, 3.0000000E+001, 3.0000000E+001, 2.5027912E+001, 1.8490149E+001
 7.2670170E+001, 5.6687362E+001, 3.0000000E+001, 3.0000000E+001, 2.4900953E+001, 1.8420595E+001
 7.2743707E+001, 5.7021328E+001, 3.0000000E+001, 3.0000000E+001, 2.4806381E+001, 1.8367157E+001
 7.2817243E+001, 5.7229058E+001, 3.0000000E+001, 3.0000000E+001, 2.4768205E+001, 1.8342646E+001
 7.2964316E+001, 5.7519562E+001, 3.0000000E+001, 3.0000000E+001, 2.4741931E+001, 1.8325725E+001
 7.3037853E+001, 5.7787623E+001, 3.0000000E+001, 3.0000000E+001, 2.4736808E+001, 1.8329760E+001
 7.3111390E+001, 5.7951585E+001, 3.0000000E+001, 3.0000000E+001, 2.4739895E+001, 1.8345393E+001
 7.3250455E+001, 5.8162480E+001, 3.0000000E+001, 3.0000000E+001, 2.4738613E+001, 1.8380416E+001
 7.3315983E+001, 5.8345563E+001, 3.0000000E+001, 3.0000000E+001, 2.4733755E+001, 1.8421808E+001
 7.3440000E+001, 5.8499198E+001, 3.0000000E+001, 3.0000000E+001, 2.4729155E+001, 1.8465556E+001
 7.3556976E+001, 5.8675004E+001, 3.0000000E+001, 3.0000000E+001, 2.4719516E+001, 1.8522161E+001
 7.3615464E+001, 5.8786500E+001, 3.0000000E+001, 3.0000000E+001, 2.4713773E+001, 1.8563569E+001
 7.3732440E+001, 5.8876874E+001, 3.0000000E+001, 3.0000000E+001, 2.4710799E+001, 1.8606829E+001
 7.3849416E+001, 5.8972260E+001, 3.0000000E+001, 3.0000000E+001, 2.4705420E+001, 1.8666241E+001
 7.3907904E+001, 5.9028930E+001, 3.0000000E+001, 3.0000000E+001, 2.4698967E+001, 1.8710297E+001
 7.4024881E+001, 5.9070287E+001, 3.0000000E+001, 3.0000000E+001, 2.4687322E+001, 1.8751835E+001
 7.4141857E+001, 5.9103251E+001, 3.0000000E+001, 3.0000000E+001, 2.4661372E+001, 1.8800338E+001
 7.4200345E+001, 5.9110732E+001, 3.0000000E+001, 3.0000000E+001, 2.4632485E+001, 1.8828285E+001
 7.4317321E+001, 5.9100440E+001, 3.0000000E+001, 3.0000000E+001, 2.4592775E+001, 1.8845871E+001
 7.4434297E+001, 5.9061352E+001, 3.0000000E+001, 3.0000000E+001, 2.4525674E+001, 1.8855517E+001
 7.4539191E+001, 5.8998109E+001, 3.0000000E+001, 3.0000000E+001, 2.4450172E+001, 1.8848659E+001
 7.4644085E+001, 5.8911673E+001, 3.0000000E+001, 3.0000000E+001, 2.4358974E+001, 1.8829370E+001
 7.4748979E+001, 5.8800642E+001, 3.0000000E+001, 3.0000000E+001, 2.4251633E+001, 1.8804102E+001
 7.4806671E+001, 5.8694552E+001, 3.0000000E+001, 3.0000000E+001, 2.4157055E+001, 1.8781827E+001
 7.4922054E+001, 5.8566220E+001, 3.0000000E+001, 3.0000000E+001, 2.4051339E+001, 1.8755779E+001
 7.5048975E+001, 5.8353288E+001, 3.0000000E+001, 3.0000000E+001, 2.3886399E+001, 1.8713755E+001
 7.5112436E+001, 5.8167281E+001, 3.0000000E+001, 3.0000000E+001, 2.3749138E+001, 1.8677862E+001
 7.5239358E+001, 5.7958541E+001, 3.0000000E+001, 3.0000000E+001, 2.3606404E+001, 1.8640871E+001
 7.5302819E+001, 5.7733806E+001, 3.0000000E+001, 3.0000000E+001, 2.3461523E+001, 1.8603596E+001
 7.5415863E+001, 5.7517757E+001, 3.0000000E+001, 3.0000000E+001, 2.3332282E+001, 1.8569473E+001
 7.5528907E+001, 5.7212027E+001, 3.0000000E+001, 3.0000000E+001, 2.3155628E+001, 1.8523400E+001
 7.5641951E+001, 5.6881022E+001, 3.0000000E+001, 3.0000000E+001, 2.2974383E+001, 1.8484892E+001
 7.5704125E+001, 5.6594746E+001, 3.0000000E+001, 3.0000000E+001, 2.2827644E+001, 1.8461258E+001
 7.5828473E+001, 5.6276781E+001, 3.0000000E+001, 3.0000000E+001, 2.2675416E+001, 1.8437259E+001
 7.5952822E+001, 5.5822410E+001, 3.0000000E+001, 3.0000000E+001, 2.2476194E+001, 1.8407048E+001
 7.6014996E+001, 5.5462841E+001, 3.0000000E+001, 3.0000000E+001, 2.2331830E+001, 1.8377615E+001
 7.6139344E+001, 5.5097930E+001, 3.0000000E+001, 3.0000000E+001, 2.2189942E+001, 1.8328277E+001
 7.6201518E+001, 5.4734964E+001, 3.0000000E+001, 3.0000000E+001, 2.2047822E+001, 1.8262112E+001
 7.6325867E+001, 5.4379637E+001, 3.0000000E+001, 3.0000000E+001, 2.1903566E+001, 1.8174135E+001
 7.6462650E+001, 5.3889744E+001, 3.0000000E+001, 3.0000000E+001, 2.1692454E+001, 1.8014277E+001
 7.6531042E+001, 5.3530739E+001, 3.0000000E+001, 3.0000000E+001, 2.1528121E+001, 1.7860833E+001
 7.6667825E+001, 5.3192762E+001, 3.0000000E+001, 3.0000000E+001, 2.1361202E+001, 1.7683066E+001
 7.6736216E+001, 5.2876210E+001, 3.0000000E+001, 3.0000000E+001, 2.1192995E+001, 1.7500192E+001
 7.6804608E+001, 5.2680961E+001, 3.0000000E+001, 3.0000000E+001, 2.1080943E+001, 1.7377353E+001
 7.6934054E+001, 5.2427497E+001, 3.0000000E+001, 3.0000000E+001, 2.0922456E+001, 1.7205985E+001
 7.7056162E+001, 5.2145966E+001, 3.0000000E+001, 3.0000000E+001, 2.0721271E+001, 1.6996897E+001
 7.7117217E+001, 5.1966591E+001, 3.0000000E+001, 3.0000000E+001, 2.0573863E+001, 1.6847970E+001
 7.7239325E+001, 5.1819671E+001, 3.0000000E+001, 3.0000000E+001, 2.0427989E+001, 1.6703327E+001
 7.7306485E+001, 5.1695045E+001, 3.0000000E+001, 3.0000000E+001, 2.0274009E+001, 1.6550804E+001
 7.7440804E+001, 5.1598690E+001, 3.0000000E+001, 3.0000000E+001, 2.0117712E+001, 1.6391097E+001
 7.7507964E+001, 5.1521985E+001, 3.0000000E+001, 3.0000000E+001, 1.9962674E+001, 1.6229471E+001
 7.7642283E+001, 5.1481377E+001, 3.0000000E+001, 3.0000000E+001, 1.9808848E+001, 1.6066218E+001
 7.7709443E+001, 5.1485427E+001, 3.0000000E+001, 3.0000000E+001, 1.9656860E+001, 1.5902964E+001
 7.7843763E+001, 5.1538266E+001, 3.0000000E+001, 3.0000000E+001, 1.9508223E+001, 1.5746109E+001
 7.7910922E+001, 5.1622696E+001, 3.0000000E+001, 3.0000000E+001, 1.9362846E+001, 1.5595362E+001
 7.8045242E+001, 5.1738461E+001, 3.0000000E+001, 3.0000000E+001, 1.9224378E+001, 1.5452463E+001
 7.8112401E+001, 5.1873366E+001, 3.0000000E+001, 3.0000000E+001, 1.9094296E+001, 1.5316539E+001
 7.8224639E+001, 5.2001805E+001, 3.0000000E+001, 3.0000000E+001, 1.8994491E+001, 1.5209464E+001
 7.8336877E+001, 5.2190789E+001, 3.0000000E+001, 3.0000000E+001, 1.8872753E+001, 1.5071625E+001
 7.8449114E+001, 5.2396953E+001, 3.0000000E+001, 3.0000000E+001, 1.8764339E+001, 1.4934203E+001
 7.8505233E+001, 5.2558655E+001, 3.0000000E+001, 3.0000000E+001, 1.8690789E+001, 1.4830540E+001
 7.8617471E+001, 5.2725192E+001, 3.0000000E+001, 3.0000000E+001, 1.8624774E+001, 1.4725866E+001
 7.8729709E+001, 5.2951434E+001, 3.0000000E+001, 3.0000000E+001, 1.8546488E+001, 1.4582988E+001
 7.8841946E+001, 5.3180310E+001, 3.0000000E+001, 3.0000000E+001, 1.8477529E+001, 1.4429115E+001
 7.8954184E+001, 5.3410167E+001, 3.0000000E+001, 3.0000000E+001, 1.8415840E+001, 1.4256481E+001
 7.9010303E+001, 5.3580706E+001, 3.0000000E+001, 3.0000000E+001, 1.8373410E+001, 1.4116452E+001
 7.9122540E+001, 5.3745951E+001, 3.0000000E+001, 3.0000000E+001, 1.8334550E+001, 1.3974084E+001
 7.9234778E+001, 5.3954621E+001, 3.0000000E+001, 3.0000000E+001, 1.8286630E+001, 1.3793612E+001
 7.9347016E+001, 5.4149432E+001, 3.0000000E+001, 3.0000000E+001, 1.8241740E+001, 1.3615686E+001
 7.9403135E+001, 5.4287896E+001, 3.0000000E+001, 3.0000000E+001, 1.8208840E+001, 1.3478017E+001
 7.9515372E+001, 5.4418580E+001, 3.0000000E+001, 3.0000000E+001, 1.8175610E+001, 1.3342474E+001
 7.9638834E+001, 5.4591093E+001, 3.0000000E+001, 3.0000000E+001, 1.8123920E+001, 1.3175297E+001
 7.9700564E+001, 5.4714304E+001, 3.0000000E+001, 3.0000000E+001, 1.8080114E+001, 1.3075273E+001
 7.9824026E+001, 5.4830737E+001, 3.0000000E+001, 3.0000000E+001, 1.8031224E+001, 1.2998484E+001
 7.9947487E+001, 5.4972866E+001, 3.0000000E+001, 3.0000000E+001, 1.7958680E+001, 1.2917797E+001
 8.0009218E+001, 5.5063594E+001, 3.0000000E+001, 3.0000000E+001, 1.7899047E+001, 1.2870198E+001
 8.0132679E+001, 5.5132358E+001, 3.0000000E+001, 3.0000000E+001, 1.7834363E+001, 1.2834308E+001
 8.0256141E+001, 5.5195494E+001, 3.0000000E+001, 3.0000000E+001, 1.7741065E+001, 1.2801272E+001
 8.0317871E+001, 5.5226107E+001, 3.0000000E+001, 3.0000000E+001, 1.7668496E+001, 1.2787414E+001
 8.0441333E+001, 5.5242460E+001, 3.0000000E+001, 3.0000000E+001, 1.7594677E+001, 1.2784403E+001
 8.0503064E+001, 5.5245473E+001, 3.0000000E+001, 3.0000000E+001, 1.7519823E+001, 1.2790099E+001
 8.0626525E+001, 5.5228757E+001, 3.0000000E+001, 3.0000000E+001, 1.7445559E+001, 1.2805963E+001
 8.0749986E+001, 5.5181555E+001, 3.0000000E+001, 3.0000000E+001, 1.7351587E+001, 1.2841319E+001
 8.0811717E+001, 5.5130508E+001, 3.0000000E+001, 3.0000000E+001, 1.7285586E+001, 1.2880026E+001
 8.0935179E+001, 5.5069455E+001, 3.0000000E+001, 3.0000000E+001, 1.7224208E+001, 1.2931845E+001
 8.1058640E+001, 5.4977375E+001, 3.0000000E+001, 3.0000000E+001, 1.7148296E+001, 1.3005693E+001
 8.1126544E+001, 5.4892836E+001, 3.0000000E+001, 3.0000000E+001, 1.7092622E+001, 1.3072709E+001
 8.1262351E+001, 5.4796890E+001, 3.0000000E+001, 3.0000000E+001, 1.7040645E+001, 1.3138465E+001
 8.1330255E+001, 5.4696414E+001, 3.0000000E+001, 3.0000000E+001, 1.6992791E+001, 1.3191130E+001
 8.1466063E+001, 5.4594364E+001, 3.0000000E+001, 3.0000000E+001, 1.6949740E+001, 1.3233339E+001
 8.1533967E+001, 5.4492222E+001, 3.0000000E+001, 3.0000000E+001, 1.6911666E+001, 1.3269430E+001
 8.1601870E+001, 5.4424563E+001, 3.0000000E+001, 3.0000000E+001, 1.6890498E+001, 1.3288359E+001
 8.1737678E+001, 5.4325051E+001, 3.0000000E+001, 3.0000000E+001, 1.6864135E+001, 1.3307577E+001
 8.1805582E+001, 5.4229905E+001, 3.0000000E+001, 3.0000000E+001, 1.6839058E+001, 1.3318691E+001
 8.1941389E+001, 5.4141955E+001, 3.0000000E+001, 3.0000000E+001, 1.6814927E+001, 1.3324490E+001
 8.2009293E+001, 5.4058233E+001, 3.0000000E+001, 3.0000000E+001, 1.6792901E+001, 1.3325996E+001
 8.2129328E+001, 5.3988758E+001, 3.0000000E+001, 3.0000000E+001, 1.6776912E+001, 1.3318969E+001
 8.2249363E+001, 5.3905802E+001, 3.0000000E+001, 3.0000000E+001, 1.6761365E+001, 1.3301526E+001
 8.2309381E+001, 5.3852891E+001, 3.0000000E+001, 3.0000000E+001, 1.6753919E+001, 1.3282655E+001
 8.2429416E+001, 5.3811861E+001, 3.0000000E+001, 3.0000000E+001, 1.6751159E+001, 1.3256362E+001
 8.2549451E+001, 5.3773400E+001, 3.0000000E+001, 3.0000000E+001, 1.6752140E+001, 1.3211838E+001
 8.2609469E+001, 5.3756934E+001, 3.0000000E+001, 3.0000000E+001, 1.6754067E+001, 1.3172948E+001
 8.2729504E+001, 5.3750667E+001, 3.0000000E+001, 3.0000000E+001, 1.6754734E+001, 1.3132646E+001
 8.2849539E+001, 5.3757114E+001, 3.0000000E+001, 3.0000000E+001, 1.6750750E+001, 1.3082392E+001
 8.2909557E+001, 5.3775227E+001, 3.0000000E+001, 3.0000000E+001, 1.6742164E+001, 1.3050919E+001
 8.3029592E+001, 5.3805408E+001, 3.0000000E+001, 3.0000000E+001, 1.6725616E+001, 1.3028701E+001
 8.3149627E+001, 5.3855645E+001, 3.0000000E+001, 3.0000000E+001, 1.6692425E+001, 1.3009427E+001
 8.3209644E+001, 5.3896837E+001, 3.0000000E+001, 3.0000000E+001, 1.6664208E+001, 1.3000331E+001
 8.3329680E+001, 5.3940265E+001, 3.0000000E+001, 3.0000000E+001, 1.6636410E+001, 1.2993738E+001
 8.3449715E+001, 5.4001420E+001, 3.0000000E+001, 3.0000000E+001, 1.6600110E+001, 1.2987666E+001
 8.3509732E+001, 5.4049626E+001, 3.0000000E+001, 3.0000000E+001, 1.6573377E+001, 1.2984892E+001
 8.3629767E+001, 5.4099893E+001, 3.0000000E+001, 3.0000000E+001, 1.6547396E+001, 1.2983050E+001
 8.3749803E+001, 5.4169835E+001, 3.0000000E+001, 3.0000000E+001, 1.6515736E+001, 1.2979820E+001
 8.3809820E+001, 5.4224951E+001, 3.0000000E+001, 3.0000000E+001, 1.6496399E+001, 1.2975727E+001
 8.3929855E+001, 5.4282878E+001, 3.0000000E+001, 3.0000000E+001, 1.6485310E+001, 1.2969046E+001
 8.4049890E+001, 5.4363702E+001, 3.0000000E+001, 3.0000000E+001, 1.6483340E+001, 1.2955528E+001
 8.4109908E+001, 5.4426486E+001, 3.0000000E+001, 3.0000000E+001, 1.6491093E+001, 1.2941643E+001
 8.4229943E+001, 5.4490719E+001, 3.0000000E+001, 3.0000000E+001, 1.6507041E+001, 1.2925695E+001
 8.4349978E+001, 5.4575847E+001, 3.0000000E+001, 3.0000000E+001, 1.6536683E+001, 1.2902169E+001
 8.4409996E+001, 5.4634692E+001, 3.0000000E+001, 3.0000000E+001, 1.6562424E+001, 1.2881557E+001
 8.4536033E+001, 5.4687645E+001, 3.0000000E+001, 3.0000000E+001, 1.6588386E+001, 1.2855251E+001
 8.4602052E+001, 5.4733437E+001, 3.0000000E+001, 3.0000000E+001, 1.6610916E+001, 1.2823064E+001
 8.4734091E+001, 5.4775866E+001, 3.0000000E+001, 3.0000000E+001, 1.6627428E+001, 1.2782737E+001
 8.4800110E+001, 5.4817576E+001, 3.0000000E+001, 3.0000000E+001, 1.6639412E+001, 1.2737127E+001
 8.4932149E+001, 5.4856629E+001, 3.0000000E+001, 3.0000000E+001, 1.6634340E+001, 1.2686772E+001
 8.5004770E+001, 5.4893966E+001, 3.0000000E+001, 3.0000000E+001, 1.6609354E+001, 1.2630816E+001
 8.5150012E+001, 5.4923150E+001, 3.0000000E+001, 3.0000000E+001, 1.6559829E+001, 1.2570402E+001
 8.5222634E+001, 5.4928397E+001, 3.0000000E+001, 3.0000000E+001, 1.6495982E+001, 1.2507877E+001
 8.5367876E+001, 5.4888156E+001, 3.0000000E+001, 3.0000000E+001, 1.6420533E+001, 1.2447286E+001
 8.5440498E+001, 5.4806932E+001, 3.0000000E+001, 3.0000000E+001, 1.6340138E+001, 1.2393191E+001
 8.5513119E+001, 5.4732551E+001, 3.0000000E+001, 3.0000000E+001, 1.6285538E+001, 1.2361074E+001
 8.5658361E+001, 5.4611259E+001, 3.0000000E+001, 3.0000000E+001, 1.6205419E+001, 1.2317315E+001
 8.5730983E+001, 5.4485271E+001, 3.0000000E+001, 3.0000000E+001, 1.6127152E+001, 1.2276928E+001
 8.5803604E+001, 5.4393525E+001, 3.0000000E+001, 3.0000000E+001, 1.6075214E+001, 1.2251720E+001
 8.5939800E+001, 5.4255437E+001, 3.0000000E+001, 3.0000000E+001, 1.6001634E+001, 1.2214762E+001
 8.6003374E+001, 5.4131698E+001, 3.0000000E+001, 3.0000000E+001, 1.5931103E+001, 1.2177206E+001
 8.6130523E+001, 5.4035573E+001, 3.0000000E+001, 3.0000000E+001, 1.5853856E+001, 1.2136160E+001
 8.6257672E+001, 5.3962038E+001, 3.0000000E+001, 3.0000000E+001, 1.5726006E+001, 1.2070772E+001
 8.6321246E+001, 5.3958734E+001, 3.0000000E+001, 3.0000000E+001, 1.5613699E+001, 1.2015937E+001
 8.6448395E+001, 5.4017476E+001, 3.0000000E+001, 3.0000000E+001, 1.5490900E+001, 1.1953634E+001
 8.6511969E+001, 5.4130594E+001, 3.0000000E+001, 3.0000000E+001, 1.5364101E+001, 1.1883649E+001
 8.6639118E+001, 5.4315274E+001, 3.0000000E+001, 3.0000000E+001, 1.5238385E+001, 1.1804604E+001
 8.6751247E+001, 5.4618382E+001, 3.0000000E+001, 3.0000000E+001, 1.5089898E+001, 1.1701362E+001
 8.6807312E+001, 5.4888697E+001, 3.0000000E+001, 3.0000000E+001, 1.4985621E+001, 1.1623472E+001
 8.6919441E+001, 5.5198462E+001, 3.0000000E+001, 3.0000000E+001, 1.4884636E+001, 1.1544300E+001
 8.7037177E+001, 5.5650945E+001, 3.0000000E+001, 3.0000000E+001, 1.4746669E+001, 1.1434584E+001
 8.7160519E+001, 5.6131549E+001, 3.0000000E+001, 3.0000000E+001, 1.4599267E+001, 1.1320851E+001
 8.7222189E+001, 5.6489575E+001, 3.0000000E+001, 3.0000000E+001, 1.4487791E+001, 1.1236190E+001
 8.7345531E+001, 5.6831199E+001, 3.0000000E+001, 3.0000000E+001, 1.4376613E+001, 1.1152808E+001
 8.7407202E+001, 5.7156187E+001, 3.0000000E+001, 3.0000000E+001, 1.4267531E+001, 1.1065910E+001
 8.7530544E+001, 5.7463781E+001, 3.0000000E+001, 3.0000000E+001, 1.4162353E+001, 1.0972025E+001
 8.7653886E+001, 5.7844160E+001, 3.0000000E+001, 3.0000000E+001, 1.4031967E+001, 1.0834562E+001
 8.7715557E+001, 5.8101973E+001, 3.0000000E+001, 3.0000000E+001, 1.3941242E+001, 1.0725552E+001
 8.7824740E+001, 5.8302255E+001, 3.0000000E+001, 3.0000000E+001, 1.3865258E+001, 1.0636735E+001
 8.7933923E+001, 5.8527428E+001, 3.0000000E+001, 3.0000000E+001, 1.3769534E+001, 1.0532051E+001
 8.8043106E+001, 5.8696148E+001, 3.0000000E+001, 3.0000000E+001, 1.3679925E+001, 1.0436838E+001
 8.8157748E+001, 5.8809766E+001, 3.0000000E+001, 3.0000000E+001, 1.3592222E+001, 1.0336256E+001
 8.8217799E+001, 5.8858314E+001, 3.0000000E+001, 3.0000000E+001, 1.3525366E+001, 1.0251495E+001
 8.8337900E+001, 5.8863668E+001, 3.0000000E+001, 3.0000000E+001, 1.3458166E+001, 1.0171757E+001
 8.8458001E+001, 5.8796818E+001, 3.0000000E+001, 3.0000000E+001, 1.3374019E+001, 1.0086257E+001
 8.8518051E+001, 5.8686678E+001, 3.0000000E+001, 3.0000000E+001, 1.3316593E+001, 1.0034051E+001
 8.8638153E+001, 5.8521850E+001, 3.0000000E+001, 3.0000000E+001, 1.3266018E+001, 9.9814812E+000
 8.8704208E+001, 5.8305380E+001, 3.0000000E+001, 3.0000000E+001, 1.3219222E+001, 9.9209588E+000
 8.8828000E+001, 5.8051273E+001, 3.0000000E+001, 3.0000000E+001, 1.3182994E+001, 9.8616691E+000
 8.8943472E+001, 5.7689950E+001, 3.0000000E+001, 3.0000000E+001, 1.3147217E+001, 9.7894808E+000
 8.9001207E+001, 5.7408896E+001, 3.0000000E+001, 3.0000000E+001, 1.3127856E+001, 9.7388997E+000
 8.9116679E+001, 5.7130867E+001, 3.0000000E+001, 3.0000000E+001, 1.3115135E+001, 9.6919168E+000
 8.9243698E+001, 5.6764922E+001, 3.0000000E+001, 3.0000000E+001, 1.3105325E+001, 9.6315280E+000
 8.9307208E+001, 5.6525750E+001, 3.0000000E+001, 3.0000000E+001, 1.3102627E+001, 9.5973480E+000
 8.9434226E+001, 5.6342329E+001, 3.0000000E+001, 3.0000000E+001, 1.3101804E+001, 9.5856997E+000
 8.9561245E+001, 5.6182748E+001, 3.0000000E+001, 3.0000000E+001, 1.3100711E+001, 9.5990260E+000
 8.9624755E+001, 5.6129671E+001, 3.0000000E+001, 3.0000000E+001, 1.3098268E+001, 9.6231291E+000
 8.9751774E+001, 5.6138621E+001, 3.0000000E+001, 3.0000000E+001, 1.3093791E+001, 9.6532397E+000
 8.9815283E+001, 5.6189519E+001, 3.0000000E+001, 3.0000000E+001, 1.3088270E+001, 9.6866712E+000
 8.9942302E+001, 5.6278362E+001, 3.0000000E+001, 3.0000000E+001, 1.3082415E+001, 9.7271632E+000
 9.0056067E+001, 5.6404840E+001, 3.0000000E+001, 3.0000000E+001, 1.3075661E+001, 9.7799892E+000
 9.0112949E+001, 5.6495505E+001, 3.0000000E+001, 3.0000000E+001, 1.3071259E+001, 9.8168887E+000
 9.0226714E+001, 5.6580861E+001, 3.0000000E+001, 3.0000000E+001, 1.3067632E+001, 9.8458108E+000
 9.0340479E+001, 5.6688459E+001, 3.0000000E+001, 3.0000000E+001, 1.3063613E+001, 9.8709596E+000
 9.0454244E+001, 5.6795621E+001, 3.0000000E+001, 3.0000000E+001, 1.3060429E+001, 9.8828901E+000
 9.0511126E+001, 5.6871190E+001, 3.0000000E+001, 3.0000000E+001, 1.3058777E+001, 9.8841795E+000
 9.0624891E+001, 5.6934428E+001, 3.0000000E+001, 3.0000000E+001, 1.3058227E+001, 9.8787489E+000
 9.0738656E+001, 5.7004112E+001, 3.0000000E+001, 3.0000000E+001, 1.3059675E+001, 9.8643025E+000
 9.0852421E+001, 5.7064578E+001, 3.0000000E+001, 3.0000000E+001, 1.3064349E+001, 9.8395134E+000
 9.0909303E+001, 5.7103443E+001, 3.0000000E+001, 3.0000000E+001, 1.3070252E+001, 9.8149262E+000
 9.1023068E+001, 5.7136345E+001, 3.0000000E+001, 3.0000000E+001, 1.3078851E+001, 9.7894688E+000
 9.1142521E+001, 5.7172754E+001, 3.0000000E+001, 3.0000000E+001, 1.3095039E+001, 9.7586798E+000
 9.1205092E+001, 5.7193827E+001, 3.0000000E+001, 3.0000000E+001, 1.3110954E+001, 9.7407884E+000
 9.1330233E+001, 5.7209255E+001, 3.0000000E+001, 3.0000000E+001, 1.3128825E+001, 9.7278638E+000
 9.1455374E+001, 5.7227143E+001, 3.0000000E+001, 3.0000000E+001, 1.3153049E+001, 9.7117194E+000
