s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,Pa,Pa,Pa,Pa,Pa,Pa,Pa
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_PROPANE,MLR_PRODUCTS,ZONE_1,ZONE_2,ZONE_3,ZONE_4,ZONE_5,ZONE_6,ZONE_7
 8.3449715E+001, 2.0965617E+003,-6.4589247E+002, 1.2683892E+000,-4.2739569E+002,-1.3234127E-001, 4.1072451E+002, 0.0000000E+000, 1.4274586E+003, 1.4351341E+003, 3.4279294E+001, 4.6264485E-002, 0.0000000E+000, 1.6697033E+004,-3.0419945E+000,-3.0456814E+000,-2.9800058E+000,-2.9703639E+000,-3.0671734E+000,-3.0053628E+000
 8.3509735E+001, 2.0990405E+003,-6.4812767E+002, 1.2708701E+000,-4.2680653E+002,-1.3331506E-001, 4.1209116E+002, 0.0000000E+000, 1.4401762E+003, 1.4373350E+003, 3.4279294E+001, 4.6309407E-002, 0.0000000E+000, 1.6716864E+004,-3.0407247E+000,-3.0455512E+000,-2.9799110E+000,-2.9703302E+000,-3.0663340E+000,-3.0051879E+000
 8.3629768E+001, 2.1019057E+003,-6.7142789E+002, 1.2685419E+000,-4.2614148E+002,-1.3410274E-001, 4.0721030E+002, 0.0000000E+000, 1.4257250E+003, 1.4126811E+003, 3.4279294E+001, 4.6364311E-002, 0.0000000E+000, 1.6756180E+004,-3.0384598E+000,-3.0458408E+000,-2.9797280E+000,-2.9703118E+000,-3.0646247E+000,-3.0049355E+000
 8.3749802E+001, 2.0985873E+003,-6.6357039E+002, 1.2681320E+000,-4.2479024E+002,-1.3416323E-001, 4.0841846E+002, 0.0000000E+000, 1.4200783E+003, 1.4197791E+003, 3.4279294E+001, 4.6429198E-002, 0.0000000E+000, 1.6795444E+004,-3.0368468E+000,-3.0464540E+000,-2.9795485E+000,-2.9707359E+000,-3.0630561E+000,-3.0047634E+000
 8.3809822E+001, 2.0891052E+003,-6.5657504E+002, 1.2655403E+000,-4.2390474E+002,-1.3422299E-001, 4.0658404E+002, 0.0000000E+000, 1.4061245E+003, 1.4163407E+003, 3.4279294E+001, 4.6479111E-002, 0.0000000E+000, 1.6814921E+004,-3.0364006E+000,-3.0466933E+000,-2.9794636E+000,-2.9710744E+000,-3.0624326E+000,-3.0047028E+000
 8.3929855E+001, 2.0902173E+003,-6.2730772E+002, 1.2705236E+000,-4.2322473E+002,-1.3452600E-001, 4.1633199E+002, 0.0000000E+000, 1.4356935E+003, 1.4571528E+003, 3.4279294E+001, 4.6529024E-002, 0.0000000E+000, 1.6854650E+004,-3.0362717E+000,-3.0467713E+000,-2.9792810E+000,-2.9719681E+000,-3.0615509E+000,-3.0045625E+000
 8.4049889E+001, 2.1121912E+003,-6.4276501E+002, 1.2745043E+000,-4.2269132E+002,-1.3496752E-001, 4.2070017E+002, 0.0000000E+000, 1.4603626E+003, 1.4685746E+003, 3.4279294E+001, 4.6593911E-002, 0.0000000E+000, 1.6894999E+004,-3.0371310E+000,-3.0461279E+000,-2.9790967E+000,-2.9725563E+000,-3.0612992E+000,-3.0043942E+000
 8.4109909E+001, 2.1316035E+003,-6.4643216E+002, 1.2791469E+000,-4.2259174E+002,-1.3523737E-001, 4.2619829E+002, 0.0000000E+000, 1.4798690E+003, 1.4899218E+003, 3.4279294E+001, 4.6648816E-002, 0.0000000E+000, 1.6915416E+004,-3.0378233E+000,-3.0456728E+000,-2.9790015E+000,-2.9727084E+000,-3.0613640E+000,-3.0042813E+000
 8.4229942E+001, 2.1350570E+003,-6.5616067E+002, 1.2811381E+000,-4.2271446E+002,-1.3526005E-001, 4.2582877E+002, 0.0000000E+000, 1.4866275E+003, 1.4831565E+003, 3.4279294E+001, 4.6693738E-002, 0.0000000E+000, 1.6956423E+004,-3.0395336E+000,-3.0449244E+000,-2.9788466E+000,-2.9725782E+000,-3.0619102E+000,-3.0040948E+000
 8.4349976E+001, 2.1310732E+003,-6.8532979E+002, 1.2819687E+000,-4.2298237E+002,-1.3516459E-001, 4.1680130E+002, 0.0000000E+000, 1.4668819E+003, 1.4407092E+003, 3.4279294E+001, 4.6763616E-002, 0.0000000E+000, 1.6996903E+004,-3.0413472E+000,-3.0449124E+000,-2.9787616E+000,-2.9723369E+000,-3.0628980E+000,-3.0040506E+000
 8.4409996E+001, 2.1263968E+003,-6.7057553E+002, 1.2871503E+000,-4.2323707E+002,-1.3529002E-001, 4.1208824E+002, 0.0000000E+000, 1.4198490E+003, 1.4458243E+003, 3.4279294E+001, 4.6808538E-002, 0.0000000E+000, 1.7016533E+004,-3.0421805E+000,-3.0450804E+000,-2.9787493E+000,-2.9723642E+000,-3.0635014E+000,-3.0041038E+000
 8.4536034E+001, 2.1129163E+003,-6.6506235E+002, 1.2854128E+000,-4.2370158E+002,-1.3593594E-001, 4.1492333E+002, 0.0000000E+000, 1.4518479E+003, 1.4402251E+003, 3.4279294E+001, 4.6864155E-002, 0.0000000E+000, 1.7058631E+004,-3.0437075E+000,-3.0454820E+000,-2.9788214E+000,-2.9723828E+000,-3.0650566E+000,-3.0044753E+000
 8.4602051E+001, 2.1068892E+003,-6.5376243E+002, 1.2883964E+000,-4.2422012E+002,-1.3687840E-001, 4.1117975E+002, 0.0000000E+000, 1.4188782E+003, 1.4412379E+003, 3.4279294E+001, 4.6918347E-002, 0.0000000E+000, 1.7080218E+004,-3.0443755E+000,-3.0458461E+000,-2.9788976E+000,-2.9723986E+000,-3.0659858E+000,-3.0047827E+000
 8.4734093E+001, 2.1071687E+003,-6.3426178E+002, 1.2872798E+000,-4.2503152E+002,-1.3790541E-001, 4.1944369E+002, 0.0000000E+000, 1.4602783E+003, 1.4684685E+003, 3.4279294E+001, 4.6973251E-002, 0.0000000E+000, 1.7124520E+004,-3.0453053E+000,-3.0466769E+000,-2.9790591E+000,-2.9725521E+000,-3.0678308E+000,-3.0054693E+000
 8.4800110E+001, 2.1177144E+003,-6.4686832E+002, 1.2823927E+000,-4.2594827E+002,-1.3873665E-001, 4.1672824E+002, 0.0000000E+000, 1.4527549E+003, 1.4627697E+003, 3.4279294E+001, 4.7028156E-002, 0.0000000E+000, 1.7146528E+004,-3.0455629E+000,-3.0470429E+000,-2.9791323E+000,-2.9726085E+000,-3.0687003E+000,-3.0057998E+000
 8.4932152E+001, 2.1332759E+003,-6.8445793E+002, 1.2768787E+000,-4.2695898E+002,-1.3924028E-001, 4.0982343E+002, 0.0000000E+000, 1.4450967E+003, 1.4328200E+003, 3.4279294E+001, 4.7083060E-002, 0.0000000E+000, 1.7190194E+004,-3.0455019E+000,-3.0478649E+000,-2.9792055E+000,-2.9730971E+000,-3.0699588E+000,-3.0062356E+000
 8.5004768E+001, 2.1150086E+003,-6.7828599E+002, 1.2692741E+000,-4.2812285E+002,-1.3948904E-001, 4.0244423E+002, 0.0000000E+000, 1.4197413E+003, 1.4121738E+003, 3.4279294E+001, 4.7137965E-002, 0.0000000E+000, 1.7213750E+004,-3.0451211E+000,-3.0483421E+000,-2.9792094E+000,-2.9735232E+000,-3.0703298E+000,-3.0063328E+000
 8.5150009E+001, 2.1702570E+003,-6.9878277E+002, 1.2736086E+000,-4.2948561E+002,-1.3951296E-001, 4.0783219E+002, 0.0000000E+000, 1.4206116E+003, 1.4509549E+003, 3.4279294E+001, 4.7207843E-002, 0.0000000E+000, 1.7260772E+004,-3.0436941E+000,-3.0492374E+000,-2.9791772E+000,-2.9742062E+000,-3.0704875E+000,-3.0063044E+000
 8.5222633E+001, 2.2055809E+003,-7.1116614E+002, 1.2734002E+000,-4.3095594E+002,-1.3937634E-001, 4.1753270E+002, 0.0000000E+000, 1.4628791E+003, 1.4821255E+003, 3.4279294E+001, 4.7267739E-002, 0.0000000E+000, 1.7284930E+004,-3.0427639E+000,-3.0493001E+000,-2.9791672E+000,-2.9742083E+000,-3.0703954E+000,-3.0062306E+000
 8.5367874E+001, 2.1936504E+003,-7.2982435E+002, 1.2657451E+000,-4.3256392E+002,-1.3907441E-001, 4.1260451E+002, 0.0000000E+000, 1.4678571E+003, 1.4449933E+003, 3.4279294E+001, 4.7327634E-002, 0.0000000E+000, 1.7333425E+004,-3.0407374E+000,-3.0488710E+000,-2.9791577E+000,-2.9737430E+000,-3.0700040E+000,-3.0059822E+000
 8.5440498E+001, 2.1727685E+003,-7.2988158E+002, 1.2653725E+000,-4.3421562E+002,-1.3854970E-001, 4.0163440E+002, 0.0000000E+000, 1.4148937E+003, 1.4114325E+003, 3.4279294E+001, 4.7387530E-002, 0.0000000E+000, 1.7356856E+004,-3.0397094E+000,-3.0487827E+000,-2.9791425E+000,-2.9735670E+000,-3.0696544E+000,-3.0057955E+000
 8.5513123E+001, 2.1507260E+003,-7.2350619E+002, 1.2688305E+000,-4.3538627E+002,-1.3781208E-001, 3.9755270E+002, 0.0000000E+000, 1.4060356E+003, 1.3905172E+003, 3.4279294E+001, 4.7427461E-002, 0.0000000E+000, 1.7380154E+004,-3.0387186E+000,-3.0487651E+000,-2.9791208E+000,-2.9734663E+000,-3.0692100E+000,-3.0055897E+000
 8.5658363E+001, 2.1371465E+003,-6.9944803E+002, 1.2733980E+000,-4.3772153E+002,-1.3673660E-001, 3.9644838E+002, 0.0000000E+000, 1.3876925E+003, 1.3975620E+003, 3.4279294E+001, 4.7487356E-002, 0.0000000E+000, 1.7426143E+004,-3.0371235E+000,-3.0488499E+000,-2.9790980E+000,-2.9730191E+000,-3.0682601E+000,-3.0052997E+000
 8.5730980E+001, 2.1234749E+003,-6.8895137E+002, 1.2791734E+000,-4.4034521E+002,-1.3729777E-001, 3.9734642E+002, 0.0000000E+000, 1.4028889E+003, 1.3926666E+003, 3.4279294E+001, 4.7547252E-002, 0.0000000E+000, 1.7449361E+004,-3.0365705E+000,-3.0490621E+000,-2.9791167E+000,-2.9724804E+000,-3.0678499E+000,-3.0052345E+000
 8.5803604E+001, 2.1184085E+003,-7.0002490E+002, 1.2822915E+000,-4.4229235E+002,-1.3777191E-001, 3.9228713E+002, 0.0000000E+000, 1.3909423E+003, 1.3695229E+003, 3.4279294E+001, 4.7587183E-002, 0.0000000E+000, 1.7472375E+004,-3.0361954E+000,-3.0493872E+000,-2.9791514E+000,-2.9717630E+000,-3.0675112E+000,-3.0052119E+000
 8.5939796E+001, 2.1352037E+003,-6.9380268E+002, 1.2888967E+000,-4.4505112E+002,-1.3759584E-001, 3.9220639E+002, 0.0000000E+000, 1.3678726E+003, 1.3897076E+003, 3.4279294E+001, 4.7641093E-002, 0.0000000E+000, 1.7514794E+004,-3.0358538E+000,-3.0502380E+000,-2.9792107E+000,-2.9703633E+000,-3.0669742E+000,-3.0051926E+000
 8.6003372E+001, 2.1377672E+003,-7.0725266E+002, 1.2778136E+000,-4.4760482E+002,-1.3708407E-001, 3.9668049E+002, 0.0000000E+000, 1.4230992E+003, 1.3807309E+003, 3.4279294E+001, 4.7696992E-002, 0.0000000E+000, 1.7535322E+004,-3.0358135E+000,-3.0504339E+000,-2.9792165E+000,-2.9697381E+000,-3.0667889E+000,-3.0051897E+000
 8.6130524E+001, 2.1561395E+003,-7.0397651E+002, 1.2766687E+000,-4.4997050E+002,-1.3682680E-001, 3.9419128E+002, 0.0000000E+000, 1.3780564E+003, 1.3975236E+003, 3.4279294E+001, 4.7746905E-002, 0.0000000E+000, 1.7575158E+004,-3.0358616E+000,-3.0508711E+000,-2.9791950E+000,-2.9689085E+000,-3.0665434E+000,-3.0051510E+000
 8.6257675E+001, 2.1778722E+003,-7.1781403E+002, 1.2749143E+000,-4.5274235E+002,-1.3751526E-001, 3.9931723E+002, 0.0000000E+000, 1.4050957E+003, 1.4077704E+003, 3.4279294E+001, 4.7821774E-002, 0.0000000E+000, 1.7615746E+004,-3.0359359E+000,-3.0514148E+000,-2.9791566E+000,-2.9686104E+000,-3.0664943E+000,-3.0050820E+000
 8.6321243E+001, 2.2087544E+003,-7.2843864E+002, 1.2771798E+000,-4.5497615E+002,-1.3782197E-001, 4.0700740E+002, 0.0000000E+000, 1.4335130E+003, 1.4334863E+003, 3.4279294E+001, 4.7876679E-002, 0.0000000E+000, 1.7636441E+004,-3.0359494E+000,-3.0517058E+000,-2.9791372E+000,-2.9686393E+000,-3.0665470E+000,-3.0050448E+000
 8.6448395E+001, 2.1990784E+003,-7.3053754E+002, 1.2681966E+000,-4.5690944E+002,-1.3734944E-001, 4.0424915E+002, 0.0000000E+000, 1.4256449E+003, 1.4170114E+003, 3.4279294E+001, 4.7926592E-002, 0.0000000E+000, 1.7677707E+004,-3.0359547E+000,-3.0523452E+000,-2.9791213E+000,-2.9687520E+000,-3.0668496E+000,-3.0050286E+000
 8.6511971E+001, 2.1891202E+003,-7.1251939E+002, 1.2668019E+000,-4.5865036E+002,-1.3652414E-001, 4.0448890E+002, 0.0000000E+000, 1.4215857E+003, 1.4235697E+003, 3.4279294E+001, 4.7976505E-002, 0.0000000E+000, 1.7698276E+004,-3.0359256E+000,-3.0528785E+000,-2.9791193E+000,-2.9688957E+000,-3.0670271E+000,-3.0050347E+000
 8.6639122E+001, 2.2127848E+003,-7.2626829E+002, 1.2673718E+000,-4.6003492E+002,-1.3583342E-001, 4.0727973E+002, 0.0000000E+000, 1.4292900E+003, 1.4348928E+003, 3.4279294E+001, 4.8031410E-002, 0.0000000E+000, 1.7739636E+004,-3.0358766E+000,-3.0541417E+000,-2.9791673E+000,-2.9689628E+000,-3.0674609E+000,-3.0051394E+000
 8.6751251E+001, 2.2554236E+003,-7.4367064E+002, 1.2708094E+000,-4.6107466E+002,-1.3505976E-001, 4.1788341E+002, 0.0000000E+000, 1.4527008E+003, 1.4696974E+003, 3.4279294E+001, 4.8096297E-002, 0.0000000E+000, 1.7776866E+004,-3.0359549E+000,-3.0548329E+000,-2.9792559E+000,-2.9687185E+000,-3.0678795E+000,-3.0053209E+000
 8.6807312E+001, 2.2471457E+003,-7.7444976E+002, 1.2576823E+000,-4.6154058E+002,-1.3363089E-001, 4.1579277E+002, 0.0000000E+000, 1.4829922E+003, 1.4280722E+003, 3.4279294E+001, 4.8146210E-002, 0.0000000E+000, 1.7795898E+004,-3.0360707E+000,-3.0547784E+000,-2.9793027E+000,-2.9685419E+000,-3.0680707E+000,-3.0054116E+000
 8.6919441E+001, 2.2658235E+003,-7.5569107E+002, 1.2551458E+000,-4.6173286E+002,-1.3265985E-001, 4.1644620E+002, 0.0000000E+000, 1.4412840E+003, 1.4659683E+003, 3.4279294E+001, 4.8191132E-002, 0.0000000E+000, 1.7832950E+004,-3.0363679E+000,-3.0542737E+000,-2.9793647E+000,-2.9685201E+000,-3.0682042E+000,-3.0055009E+000
 8.7037178E+001, 2.3300572E+003,-7.7416299E+002, 1.2178885E+000,-4.6228277E+002,-1.3221122E-001, 4.3379954E+002, 0.0000000E+000, 1.5137472E+003, 1.5284966E+003, 3.4279294E+001, 4.8251740E-002, 0.0000000E+000, 1.7873566E+004,-3.0367557E+000,-3.0532433E+000,-2.9794144E+000,-2.9684213E+000,-3.0681624E+000,-3.0056043E+000
 8.7160515E+001, 2.4180198E+003,-8.3905348E+002, 1.2535315E+000,-4.6314657E+002,-1.3218490E-001, 4.5113875E+002, 0.0000000E+000, 1.6255097E+003, 1.5680799E+003, 3.4279294E+001, 4.8320906E-002, 0.0000000E+000, 1.7918777E+004,-3.0372006E+000,-3.0518249E+000,-2.9794562E+000,-2.9681460E+000,-3.0681208E+000,-3.0058200E+000
 8.7222191E+001, 2.4594437E+003,-7.8761917E+002, 1.3944856E+000,-4.6362043E+002,-1.3154998E-001, 4.4497649E+002, 0.0000000E+000, 1.4476907E+003, 1.6544435E+003, 3.4279294E+001, 4.8375810E-002, 0.0000000E+000, 1.7939134E+004,-3.0373601E+000,-3.0514537E+000,-2.9794471E+000,-2.9683542E+000,-3.0680118E+000,-3.0058987E+000
 8.7345528E+001, 2.3553700E+003,-7.9087311E+002, 1.2615521E+000,-4.6435306E+002,-1.2784874E-001, 4.4452735E+002, 0.0000000E+000, 1.5443339E+003, 1.5458049E+003, 3.4279294E+001, 4.8425723E-002, 0.0000000E+000, 1.7982860E+004,-3.0373429E+000,-3.0516431E+000,-2.9793597E+000,-2.9692463E+000,-3.0675742E+000,-3.0059585E+000
 8.7407204E+001, 2.2958198E+003,-7.5935977E+002, 1.1167913E+000,-4.6466198E+002,-1.2847859E-001, 4.6436386E+002, 0.0000000E+000, 1.6948780E+003, 1.5371503E+003, 3.4279294E+001, 4.8475637E-002, 0.0000000E+000, 1.8006848E+004,-3.0371743E+000,-3.0517121E+000,-2.9793155E+000,-2.9693488E+000,-3.0673924E+000,-3.0059862E+000
 8.7530548E+001, 2.3031138E+003,-7.2004482E+002, 1.3722188E+000,-4.6449098E+002,-1.3380376E-001, 4.6867118E+002, 0.0000000E+000, 1.6435428E+003, 1.5884876E+003, 3.4279294E+001, 4.8525550E-002, 0.0000000E+000, 1.8053985E+004,-3.0366678E+000,-3.0504393E+000,-2.9792233E+000,-2.9687203E+000,-3.0673209E+000,-3.0060435E+000
 8.7653885E+001, 2.2796142E+003,-6.6787567E+002, 1.2457621E+000,-4.6309806E+002,-1.3685234E-001, 4.5594312E+002, 0.0000000E+000, 1.5138732E+003, 1.6056925E+003, 3.4279294E+001, 4.8595428E-002, 0.0000000E+000, 1.8097673E+004,-3.0357351E+000,-3.0498585E+000,-2.9790504E+000,-2.9693144E+000,-3.0669435E+000,-3.0058215E+000
 8.7715561E+001, 2.3483523E+003,-6.6969507E+002, 1.2934672E+000,-4.6211625E+002,-1.3792194E-001, 4.7838009E+002, 0.0000000E+000, 1.5987597E+003, 1.6960766E+003, 3.4279294E+001, 4.8645341E-002, 0.0000000E+000, 1.8120550E+004,-3.0352854E+000,-3.0491493E+000,-2.9790078E+000,-2.9694467E+000,-3.0669099E+000,-3.0057765E+000
 8.7824738E+001, 2.3438305E+003,-6.8047830E+002, 1.2384457E+000,-4.6147450E+002,-1.3878457E-001, 4.8634589E+002, 0.0000000E+000, 1.6877553E+003, 1.6893233E+003, 3.4279294E+001, 4.8690263E-002, 0.0000000E+000, 1.8163179E+004,-3.0346170E+000,-3.0476710E+000,-2.9789777E+000,-2.9698788E+000,-3.0670213E+000,-3.0057993E+000
 8.7933922E+001, 2.3343843E+003,-7.0184746E+002, 1.2371218E+000,-4.6098234E+002,-1.3916629E-001, 4.7497493E+002, 0.0000000E+000, 1.6661380E+003, 1.6476274E+003, 3.4279294E+001, 4.8750159E-002, 0.0000000E+000, 1.8205129E+004,-3.0342536E+000,-3.0472746E+000,-2.9790100E+000,-2.9710521E+000,-3.0672230E+000,-3.0058979E+000
 8.8043106E+001, 2.3219810E+003,-7.1674698E+002, 1.2466094E+000,-4.6103793E+002,-1.3975691E-001, 4.6366193E+002, 0.0000000E+000, 1.6360757E+003, 1.6089648E+003, 3.4279294E+001, 4.8810055E-002, 0.0000000E+000, 1.8246173E+004,-3.0341650E+000,-3.0474880E+000,-2.9790979E+000,-2.9727552E+000,-3.0674107E+000,-3.0060985E+000
 8.8157745E+001, 2.2826773E+003,-7.2837512E+002, 1.2532660E+000,-4.6166947E+002,-1.4108657E-001, 4.4194095E+002, 0.0000000E+000, 1.5588872E+003, 1.5356858E+003, 3.4279294E+001, 4.8875892E-002, 0.0000000E+000, 1.8287181E+004,-3.0342795E+000,-3.0475396E+000,-2.9792432E+000,-2.9741136E+000,-3.0676183E+000,-3.0064464E+000
 8.8217796E+001, 2.2683362E+003,-7.0933049E+002, 1.2667031E+000,-4.6248899E+002,-1.4186476E-001, 4.3447128E+002, 0.0000000E+000, 1.5031102E+003, 1.5321128E+003, 3.4279294E+001, 4.8924855E-002, 0.0000000E+000, 1.8307889E+004,-3.0343816E+000,-3.0474430E+000,-2.9793310E+000,-2.9744433E+000,-3.0677301E+000,-3.0066712E+000
 8.8337898E+001, 2.2596817E+003,-7.4054054E+002, 1.2686203E+000,-4.6366277E+002,-1.4237452E-001, 4.2883271E+002, 0.0000000E+000, 1.5262255E+003, 1.4854373E+003, 3.4279294E+001, 4.8974768E-002, 0.0000000E+000, 1.8349823E+004,-3.0346931E+000,-3.0468362E+000,-2.9795088E+000,-2.9740703E+000,-3.0680842E+000,-3.0071755E+000
 8.8458000E+001, 2.2455383E+003,-7.1978433E+002, 1.2750729E+000,-4.6548758E+002,-1.4295106E-001, 4.1893118E+002, 0.0000000E+000, 1.4584797E+003, 1.4803297E+003, 3.4279294E+001, 4.9039655E-002, 0.0000000E+000, 1.8389827E+004,-3.0350950E+000,-3.0464907E+000,-2.9796059E+000,-2.9732916E+000,-3.0684356E+000,-3.0075066E+000
 8.8518051E+001, 2.2316206E+003,-7.1766299E+002, 1.2749601E+000,-4.6727478E+002,-1.4339549E-001, 4.1995180E+002, 0.0000000E+000, 1.4882302E+003, 1.4677662E+003, 3.4279294E+001, 4.9094559E-002, 0.0000000E+000, 1.8410179E+004,-3.0353400E+000,-3.0465989E+000,-2.9796212E+000,-2.9727706E+000,-3.0686343E+000,-3.0075897E+000
 8.8638153E+001, 2.2455864E+003,-7.0640909E+002, 1.2806260E+000,-4.6932636E+002,-1.4379577E-001, 4.2391824E+002, 0.0000000E+000, 1.4879989E+003, 1.4949060E+003, 3.4279294E+001, 4.9139481E-002, 0.0000000E+000, 1.8450834E+004,-3.0358894E+000,-3.0475957E+000,-2.9795637E+000,-2.9719650E+000,-3.0690208E+000,-3.0075525E+000
 8.8704208E+001, 2.2279096E+003,-7.1319535E+002, 1.2751866E+000,-4.7156285E+002,-1.4415752E-001, 4.1930981E+002, 0.0000000E+000, 1.4860885E+003, 1.4635923E+003, 3.4279294E+001, 4.9194386E-002, 0.0000000E+000, 1.8473169E+004,-3.0361724E+000,-3.0482508E+000,-2.9794851E+000,-2.9717443E+000,-3.0692046E+000,-3.0074290E+000
 8.8828003E+001, 2.2675009E+003,-7.1396772E+002, 1.2842039E+000,-4.7361657E+002,-1.4420744E-001, 4.2546068E+002, 0.0000000E+000, 1.4715689E+003, 1.5065173E+003, 3.4279294E+001, 4.9248284E-002, 0.0000000E+000, 1.8514760E+004,-3.0364536E+000,-3.0495065E+000,-2.9792584E+000,-2.9719057E+000,-3.0693701E+000,-3.0070347E+000
 8.8943474E+001, 2.3012400E+003,-7.4429797E+002, 1.2734561E+000,-4.7632913E+002,-1.4390645E-001, 4.3417064E+002, 0.0000000E+000, 1.5262016E+003, 1.5159131E+003, 3.4279294E+001, 4.9309186E-002, 0.0000000E+000, 1.8555040E+004,-3.0362249E+000,-3.0490056E+000,-2.9790480E+000,-2.9717984E+000,-3.0694481E+000,-3.0066248E+000
 8.9001205E+001, 2.3407673E+003,-7.6944593E+002, 1.2713022E+000,-4.7822795E+002,-1.4333941E-001, 4.3633194E+002, 0.0000000E+000, 1.5289817E+003, 1.5305534E+003, 3.4279294E+001, 4.9364090E-002, 0.0000000E+000, 1.8575212E+004,-3.0358785E+000,-3.0484588E+000,-2.9789508E+000,-2.9718041E+000,-3.0694177E+000,-3.0064296E+000
 8.9116676E+001, 2.3162929E+003,-7.8024611E+002, 1.2580606E+000,-4.7996355E+002,-1.4215844E-001, 4.2543914E+002, 0.0000000E+000, 1.5039246E+003, 1.4826382E+003, 3.4279294E+001, 4.9409012E-002, 0.0000000E+000, 1.8614910E+004,-3.0347695E+000,-3.0470784E+000,-2.9788075E+000,-2.9718496E+000,-3.0692616E+000,-3.0061212E+000
 8.9243698E+001, 2.2969910E+003,-7.6217874E+002, 1.2552259E+000,-4.8196799E+002,-1.4082854E-001, 4.1822745E+002, 0.0000000E+000, 1.4585819E+003, 1.4721861E+003, 3.4279294E+001, 4.9473899E-002, 0.0000000E+000, 1.8657281E+004,-3.0331857E+000,-3.0465283E+000,-2.9787272E+000,-2.9723048E+000,-3.0688763E+000,-3.0058754E+000
 8.9307205E+001, 2.3432016E+003,-7.6051296E+002, 1.2710728E+000,-4.8365534E+002,-1.4245288E-001, 4.3323003E+002, 0.0000000E+000, 1.5034503E+003, 1.5333920E+003, 3.4279294E+001, 4.9533795E-002, 0.0000000E+000, 1.8679080E+004,-3.0324387E+000,-3.0462928E+000,-2.9787261E+000,-2.9725323E+000,-3.0686769E+000,-3.0058117E+000
 8.9434227E+001, 2.3413621E+003,-7.7174260E+002, 1.2708213E+000,-4.8571015E+002,-1.4291614E-001, 4.3419358E+002, 0.0000000E+000, 1.5283814E+003, 1.5192308E+003, 3.4279294E+001, 4.9583708E-002, 0.0000000E+000, 1.8723437E+004,-3.0315510E+000,-3.0455288E+000,-2.9788083E+000,-2.9724927E+000,-3.0684857E+000,-3.0058368E+000
 8.9561249E+001, 2.3245208E+003,-7.7126363E+002, 1.2738882E+000,-4.8871586E+002,-1.4276698E-001, 4.2591813E+002, 0.0000000E+000, 1.4977080E+003, 1.4915905E+003, 3.4279294E+001, 4.9653587E-002, 0.0000000E+000, 1.8766937E+004,-3.0317270E+000,-3.0461597E+000,-2.9789066E+000,-2.9725564E+000,-3.0682628E+000,-3.0058918E+000
 8.9624756E+001, 2.3160339E+003,-7.7357907E+002, 1.2780879E+000,-4.9114169E+002,-1.4263045E-001, 4.2158409E+002, 0.0000000E+000, 1.4871211E+003, 1.4740327E+003, 3.4279294E+001, 4.9703500E-002, 0.0000000E+000, 1.8788519E+004,-3.0322300E+000,-3.0470201E+000,-2.9789472E+000,-2.9726864E+000,-3.0681181E+000,-3.0059216E+000
 8.9751770E+001, 2.2950635E+003,-7.5945843E+002, 1.2786686E+000,-4.9383644E+002,-1.4246811E-001, 4.1698704E+002, 0.0000000E+000, 1.4669188E+003, 1.4598919E+003, 3.4279294E+001, 4.9758404E-002, 0.0000000E+000, 1.8831113E+004,-3.0338830E+000,-3.0492072E+000,-2.9789978E+000,-2.9729783E+000,-3.0678347E+000,-3.0059891E+000
 8.9815285E+001, 2.2635629E+003,-7.5298392E+002, 1.2716038E+000,-4.9678461E+002,-1.4231209E-001, 4.0846227E+002, 0.0000000E+000, 1.4433415E+003, 1.4233860E+003, 3.4279294E+001, 4.9813309E-002, 0.0000000E+000, 1.8852091E+004,-3.0348817E+000,-3.0502667E+000,-2.9790017E+000,-2.9730879E+000,-3.0677104E+000,-3.0060172E+000
 8.9942299E+001, 2.2335881E+003,-7.4891285E+002, 1.2651600E+000,-4.9969918E+002,-1.4273615E-001, 3.9609497E+002, 0.0000000E+000, 1.3975661E+003, 1.3821934E+003, 3.4279294E+001, 4.9863222E-002, 0.0000000E+000, 1.8892733E+004,-3.0367557E+000,-3.0521329E+000,-2.9789483E+000,-2.9733398E+000,-3.0674625E+000,-3.0060117E+000
 9.0056068E+001, 2.2517288E+003,-7.5594184E+002, 1.2615560E+000,-5.0308694E+002,-1.4316820E-001, 3.9448562E+002, 0.0000000E+000, 1.3898806E+003, 1.3883041E+003, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 1.8928780E+004,-3.0378539E+000,-3.0530737E+000,-2.9788553E+000,-2.9734643E+000,-3.0673267E+000,-3.0059991E+000
 9.0112953E+001, 2.2393165E+003,-7.7529286E+002, 1.2566362E+000,-5.0546575E+002,-1.4299636E-001, 3.8386276E+002, 0.0000000E+000, 1.3622058E+003, 1.3435343E+003, 3.4279294E+001, 4.9913135E-002, 0.0000000E+000, 1.8946433E+004,-3.0381397E+000,-3.0532851E+000,-2.9788187E+000,-2.9733670E+000,-3.0673679E+000,-3.0060319E+000
